component,property,key,metafor component
Ocean,Scientific Properties > Horizontal Discretization > Staggering,Ocean >> Scientific Properties > Horizontal Discretization > Staggering,Ocean
Ocean,Scientific Properties > Isopycnal Layer Thickness,Ocean >> Scientific Properties > Isopycnal Layer Thickness,Ocean
Ocean,Scientific Properties > List Of Prognostic Variables,Ocean >> Scientific Properties > List Of Prognostic Variables,Ocean
Ocean,Scientific Properties > Model Family,Ocean >> Scientific Properties > Model Family,Ocean
Ocean,Scientific Properties > Non- Oceanic Water,Ocean >> Scientific Properties > Non- Oceanic Water,Ocean
Ocean,Scientific Properties > Non- Oceanic Water > Isolated Seas Mixing,Ocean >> Scientific Properties > Non- Oceanic Water > Isolated Seas Mixing,Ocean
Ocean,Scientific Properties > Non- Oceanic Water > River Mouth Mixing,Ocean >> Scientific Properties > Non- Oceanic Water > River Mouth Mixing,Ocean
Ocean,Scientific Properties > Non- Oceanic Water > SSH Control In Isolated Seas,Ocean >> Scientific Properties > Non- Oceanic Water > SSH Control In Isolated Seas,Ocean
Ocean,Scientific Properties > Ocean Key Properties,Ocean >> Scientific Properties > Ocean Key Properties,Ocean
Ocean,Scientific Properties > Ocean Key Properties > Basic Approximations,Ocean >> Scientific Properties > Ocean Key Properties > Basic Approximations,Ocean
Ocean,Scientific Properties > Ocean Key Properties > Bathymetry,Ocean >> Scientific Properties > Ocean Key Properties > Bathymetry,Ocean
Ocean,Scientific Properties > Ocean Key Properties > Bathymetry > Bathymetry Type,Ocean >> Scientific Properties > Ocean Key Properties > Bathymetry > Bathymetry Type,Ocean
Ocean,Scientific Properties > Ocean Key Properties > Bathymetry > Reference Date,Ocean >> Scientific Properties > Ocean Key Properties > Bathymetry > Reference Date,Ocean
Ocean,Scientific Properties > Ocean Key Properties > Horizontal Discretization,Ocean >> Scientific Properties > Ocean Key Properties > Horizontal Discretization,Ocean
Ocean,Scientific Properties > Ocean Key Properties > Horizontal Discretization > Pole Singularity Treatment,Ocean >> Scientific Properties > Ocean Key Properties > Horizontal Discretization > Pole Singularity Treatment,Ocean
Ocean,Scientific Properties > Ocean Key Properties > Horizontal Discretization > Scheme Method,Ocean >> Scientific Properties > Ocean Key Properties > Horizontal Discretization > Scheme Method,Ocean
Ocean,Scientific Properties > Ocean Key Properties > Horizontal Discretization > Staggering,Ocean >> Scientific Properties > Ocean Key Properties > Horizontal Discretization > Staggering,Ocean
Ocean,Scientific Properties > Ocean Key Properties > List Of Prognostic Variables,Ocean >> Scientific Properties > Ocean Key Properties > List Of Prognostic Variables,Ocean
Ocean,Scientific Properties > Ocean Key Properties > Model Family,Ocean >> Scientific Properties > Ocean Key Properties > Model Family,Ocean
Ocean,Scientific Properties > Ocean Key Properties > Non- Oceanic Water,Ocean >> Scientific Properties > Ocean Key Properties > Non- Oceanic Water,Ocean
Ocean,Scientific Properties > Ocean Key Properties > Non- Oceanic Water > Isolated Seas Mixing,Ocean >> Scientific Properties > Ocean Key Properties > Non- Oceanic Water > Isolated Seas Mixing,Ocean
Ocean,Scientific Properties > Ocean Key Properties > Non- Oceanic Water > River Mouth Mixing,Ocean >> Scientific Properties > Ocean Key Properties > Non- Oceanic Water > River Mouth Mixing,Ocean
Ocean,Scientific Properties > Ocean Key Properties > Ocean Nudging,Ocean >> Scientific Properties > Ocean Key Properties > Ocean Nudging,Ocean
Ocean,Scientific Properties > Ocean Key Properties > Ocean Nudging > Momentum Damping,Ocean >> Scientific Properties > Ocean Key Properties > Ocean Nudging > Momentum Damping,Ocean
Ocean,Scientific Properties > Ocean Key Properties > Ocean Nudging > Momentum Damping > Lat Max,Ocean >> Scientific Properties > Ocean Key Properties > Ocean Nudging > Momentum Damping > Lat Max,Ocean
Ocean,Scientific Properties > Ocean Key Properties > Ocean Nudging > Momentum Damping > Lat Min,Ocean >> Scientific Properties > Ocean Key Properties > Ocean Nudging > Momentum Damping > Lat Min,Ocean
Ocean,Scientific Properties > Ocean Key Properties > Ocean Nudging > Momentum Damping > Lon Max,Ocean >> Scientific Properties > Ocean Key Properties > Ocean Nudging > Momentum Damping > Lon Max,Ocean
Ocean,Scientific Properties > Ocean Key Properties > Ocean Nudging > Momentum Damping > Lon Min,Ocean >> Scientific Properties > Ocean Key Properties > Ocean Nudging > Momentum Damping > Lon Min,Ocean
Ocean,Scientific Properties > Ocean Key Properties > Ocean Nudging > Momentum Damping > Lower Level,Ocean >> Scientific Properties > Ocean Key Properties > Ocean Nudging > Momentum Damping > Lower Level,Ocean
Ocean,Scientific Properties > Ocean Key Properties > Ocean Nudging > Momentum Damping > Upper Level,Ocean >> Scientific Properties > Ocean Key Properties > Ocean Nudging > Momentum Damping > Upper Level,Ocean
Ocean,Scientific Properties > Ocean Key Properties > Ocean Nudging > Tracers Damping,Ocean >> Scientific Properties > Ocean Key Properties > Ocean Nudging > Tracers Damping,Ocean
Ocean,Scientific Properties > Ocean Key Properties > Ocean Nudging > Tracers Damping > Applied To,Ocean >> Scientific Properties > Ocean Key Properties > Ocean Nudging > Tracers Damping > Applied To,Ocean
Ocean,Scientific Properties > Ocean Key Properties > Ocean Nudging > Tracers Damping > Lat Max,Ocean >> Scientific Properties > Ocean Key Properties > Ocean Nudging > Tracers Damping > Lat Max,Ocean
Ocean,Scientific Properties > Ocean Key Properties > Ocean Nudging > Tracers Damping > Lat Min,Ocean >> Scientific Properties > Ocean Key Properties > Ocean Nudging > Tracers Damping > Lat Min,Ocean
Ocean,Scientific Properties > Ocean Key Properties > Ocean Nudging > Tracers Damping > Lon Max,Ocean >> Scientific Properties > Ocean Key Properties > Ocean Nudging > Tracers Damping > Lon Max,Ocean
Ocean,Scientific Properties > Ocean Key Properties > Ocean Nudging > Tracers Damping > Lon Min,Ocean >> Scientific Properties > Ocean Key Properties > Ocean Nudging > Tracers Damping > Lon Min,Ocean
Ocean,Scientific Properties > Ocean Key Properties > Ocean Nudging > Tracers Damping > Lower Level,Ocean >> Scientific Properties > Ocean Key Properties > Ocean Nudging > Tracers Damping > Lower Level,Ocean
Ocean,Scientific Properties > Ocean Key Properties > Ocean Nudging > Tracers Damping > Upper Level,Ocean >> Scientific Properties > Ocean Key Properties > Ocean Nudging > Tracers Damping > Upper Level,Ocean
Ocean,Scientific Properties > Ocean Key Properties > Sea Water,Ocean >> Scientific Properties > Ocean Key Properties > Sea Water,Ocean
Ocean,Scientific Properties > Ocean Key Properties > Sea Water > Equation Of State,Ocean >> Scientific Properties > Ocean Key Properties > Sea Water > Equation Of State,Ocean
Ocean,Scientific Properties > Ocean Key Properties > Sea Water > Freezing Point,Ocean >> Scientific Properties > Ocean Key Properties > Sea Water > Freezing Point,Ocean
Ocean,Scientific Properties > Ocean Key Properties > Sea Water > Freezing Point Value,Ocean >> Scientific Properties > Ocean Key Properties > Sea Water > Freezing Point Value,Ocean
Ocean,Scientific Properties > Ocean Key Properties > Sea Water > Specific Heat,Ocean >> Scientific Properties > Ocean Key Properties > Sea Water > Specific Heat,Ocean
Ocean,Scientific Properties > Ocean Key Properties > Sea Water > Specific Heat Value,Ocean >> Scientific Properties > Ocean Key Properties > Sea Water > Specific Heat Value,Ocean
Ocean,Scientific Properties > Ocean Key Properties > Time Stepping Framework,Ocean >> Scientific Properties > Ocean Key Properties > Time Stepping Framework,Ocean
Ocean,Scientific Properties > Ocean Key Properties > Time Stepping Framework > Baroclinic Momentum,Ocean >> Scientific Properties > Ocean Key Properties > Time Stepping Framework > Baroclinic Momentum,Ocean
Ocean,Scientific Properties > Ocean Key Properties > Time Stepping Framework > Barotropic Solver,Ocean >> Scientific Properties > Ocean Key Properties > Time Stepping Framework > Barotropic Solver,Ocean
Ocean,Scientific Properties > Ocean Key Properties > Time Stepping Framework > Time Step,Ocean >> Scientific Properties > Ocean Key Properties > Time Stepping Framework > Time Step,Ocean
Ocean,Scientific Properties > Ocean Key Properties > Time Stepping Framework > Tracers,Ocean >> Scientific Properties > Ocean Key Properties > Time Stepping Framework > Tracers,Ocean
Ocean,Scientific Properties > Ocean Nudging,Ocean >> Scientific Properties > Ocean Nudging,Ocean
Ocean,Scientific Properties > Ocean Nudging > Momentum Damping,Ocean >> Scientific Properties > Ocean Nudging > Momentum Damping,Ocean
Ocean,Scientific Properties > Ocean Nudging > Momentum Damping > Lat Max,Ocean >> Scientific Properties > Ocean Nudging > Momentum Damping > Lat Max,Ocean
Ocean,Scientific Properties > Ocean Nudging > Momentum Damping > Lat Min,Ocean >> Scientific Properties > Ocean Nudging > Momentum Damping > Lat Min,Ocean
Ocean,Scientific Properties > Ocean Nudging > Momentum Damping > Lon Max,Ocean >> Scientific Properties > Ocean Nudging > Momentum Damping > Lon Max,Ocean
Ocean,Scientific Properties > Ocean Nudging > Momentum Damping > Lon Min,Ocean >> Scientific Properties > Ocean Nudging > Momentum Damping > Lon Min,Ocean
Ocean,Scientific Properties > Ocean Nudging > Momentum Damping > Lower Level,Ocean >> Scientific Properties > Ocean Nudging > Momentum Damping > Lower Level,Ocean
Ocean,Scientific Properties > Ocean Nudging > Momentum Damping > Upper Level,Ocean >> Scientific Properties > Ocean Nudging > Momentum Damping > Upper Level,Ocean
Ocean,Scientific Properties > Ocean Nudging > Tracers Damping,Ocean >> Scientific Properties > Ocean Nudging > Tracers Damping,Ocean
Ocean,Scientific Properties > Ocean Nudging > Tracers Damping > Lat Max,Ocean >> Scientific Properties > Ocean Nudging > Tracers Damping > Lat Max,Ocean
Ocean,Scientific Properties > Ocean Nudging > Tracers Damping > Lat Min,Ocean >> Scientific Properties > Ocean Nudging > Tracers Damping > Lat Min,Ocean
Ocean,Scientific Properties > Ocean Nudging > Tracers Damping > Lon Max,Ocean >> Scientific Properties > Ocean Nudging > Tracers Damping > Lon Max,Ocean
Ocean,Scientific Properties > Ocean Nudging > Tracers Damping > Lon Min,Ocean >> Scientific Properties > Ocean Nudging > Tracers Damping > Lon Min,Ocean
Ocean,Scientific Properties > Ocean Nudging > Tracers Damping > Lower Level,Ocean >> Scientific Properties > Ocean Nudging > Tracers Damping > Lower Level,Ocean
Ocean,Scientific Properties > Ocean Nudging > Tracers Damping > Upper Level,Ocean >> Scientific Properties > Ocean Nudging > Tracers Damping > Upper Level,Ocean
Ocean,Scientific Properties > Sea Water,Ocean >> Scientific Properties > Sea Water,Ocean
Ocean,Scientific Properties > Sea Water > Equation Of State,Ocean >> Scientific Properties > Sea Water > Equation Of State,Ocean
Ocean,Scientific Properties > Sea Water > Freezing Point,Ocean >> Scientific Properties > Sea Water > Freezing Point,Ocean
Ocean,Scientific Properties > Sea Water > Freezing Point Computation,Ocean >> Scientific Properties > Sea Water > Freezing Point Computation,Ocean
Ocean,Scientific Properties > Sea Water > Freezing Point Value,Ocean >> Scientific Properties > Sea Water > Freezing Point Value,Ocean
Ocean,Scientific Properties > Sea Water > Specific Heat,Ocean >> Scientific Properties > Sea Water > Specific Heat,Ocean
Ocean,Scientific Properties > Sea Water > Specific Heat Computation,Ocean >> Scientific Properties > Sea Water > Specific Heat Computation,Ocean
Ocean,Scientific Properties > Sea Water > Specific Heat Value,Ocean >> Scientific Properties > Sea Water > Specific Heat Value,Ocean
Ocean,Scientific Properties > Time Stepping Framework,Ocean >> Scientific Properties > Time Stepping Framework,Ocean
Ocean,Scientific Properties > Time Stepping Framework > Baroclinic Momentum,Ocean >> Scientific Properties > Time Stepping Framework > Baroclinic Momentum,Ocean
Ocean,Scientific Properties > Time Stepping Framework > Barotropic Solver,Ocean >> Scientific Properties > Time Stepping Framework > Barotropic Solver,Ocean
Ocean,Scientific Properties > Time Stepping Framework > Barotropic Solver Method,Ocean >> Scientific Properties > Time Stepping Framework > Barotropic Solver Method,Ocean
Ocean,Scientific Properties > Time Stepping Framework > Time Step,Ocean >> Scientific Properties > Time Stepping Framework > Time Step,Ocean
Ocean,Scientific Properties > Time Stepping Framework > Tracer Time Stepping,Ocean >> Scientific Properties > Time Stepping Framework > Tracer Time Stepping,Ocean
Ocean,Scientific Properties > Time Stepping Framework > Tracers,Ocean >> Scientific Properties > Time Stepping Framework > Tracers,Ocean
Ocean,Standard Properties,Ocean >> Standard Properties,Ocean
Ocean,Standard Properties > Citations,Ocean >> Standard Properties > Citations,Ocean
Ocean,Standard Properties > Citations > Location,Ocean >> Standard Properties > Citations > Location,Ocean
Ocean,Standard Properties > Citations > Title,Ocean >> Standard Properties > Citations > Title,Ocean
Ocean,Standard Properties > Description,Ocean >> Standard Properties > Description,Ocean
Ocean,Standard Properties > Long Name,Ocean >> Standard Properties > Long Name,Ocean
Ocean,Standard Properties > PI Email Address,Ocean >> Standard Properties > PI Email Address,Ocean
Ocean,Standard Properties > PI Name,Ocean >> Standard Properties > PI Name,Ocean
Ocean,Standard Properties > Short Name,Ocean >> Standard Properties > Short Name,Ocean
